"StartDate","EndDate","In.what.year.were.you.born...enter.4.digit.birth.year..for.example..1976....Open.Ended.Response","Are.you.male.or.female.","What.is.your.relationship.status.","Please.indicate.your.level.of.agreement.or.disagreement....My.attention.is.often.focused.on.aspects.of.myself.I.wish.I.would.stop.thinking.about","Please.indicate.your.level.of.agreement.or.disagreement....I.always.seem.to.be..re.hashing..in.my.mind.recent.things.I.have.said.or.done","Please.indicate.your.level.of.agreement.or.disagreement....Sometimes.it.is.hard.for.me.to.shut.off.thoughts.about.myself","Please.indicate.your.level.of.agreement.or.disagreement....Long.after.an.argument.or.disagreement.is.over.with..my.thoughts.keep.going.back.to.what.happened","Please.indicate.your.level.of.agreement.or.disagreement....I.tend.to..ruminate..or.dwell.over.things.that.happen.to.me.for.a.really.long.time.afterward","Please.indicate.your.level.of.agreement.or.disagreement....I.don.t.waste.time.re.thinking.things.that.are.over.and.done.with","Please.indicate.your.level.of.agreement.or.disagreement....Often.I.m.playing.back.over.in.my.mind.how.I.acted.in.a.past.situation","Please.indicate.your.level.of.agreement.or.disagreement....I.often.find.myself.re.evaluating.something.I.ve.done","Please.indicate.your.level.of.agreement.or.disagreement....I.never.ruminate.or.dwell.on.myself.for.very.long","Please.indicate.your.level.of.agreement.or.disagreement....It.is.easy.for.me.to.put.unwanted.thoughts.out.of.my.mind","Please.indicate.your.level.of.agreement.or.disagreement....I.often.reflect.on.episodes.in.my.life.that.I.should.no.longer.concern.myself.with","Please.indicate.your.level.of.agreement.or.disagreement....I.spend.a.great.deal.of.time.thinking.back.over.my.embarrassing.or.disappointing.moments","Please.indicate.your.level.of.agreement.or.disagreement....Philosophical.or.abstract.thinking.doesn.t.appeal.to.me.that.much","Please.indicate.your.level.of.agreement.or.disagreement....I.am.not.really.a.meditative.type.of.person","Please.indicate.your.level.of.agreement.or.disagreement....I.love.exploring.my..inner..self","Please.indicate.your.level.of.agreement.or.disagreement....My.attitudes.and.feelings.about.things.fascinate.me","Please.indicate.your.level.of.agreement.or.disagreement....I.don.t.really.care.for.introspective.or.self.reflective.thinking","Please.indicate.your.level.of.agreement.or.disagreement....I.love.analyzing.why.I.do.things","Please.indicate.your.level.of.agreement.or.disagreement....People.often.say.I.m.a..deep...introspective.type.of.person","Please.indicate.your.level.of.agreement.or.disagreement....I.don.t.care.much.for.self.analysis","Please.indicate.your.level.of.agreement.or.disagreement....I.m.very.self.inquisitive.by.nature","Please.indicate.your.level.of.agreement.or.disagreement....I.love.to.meditate.on.the.nature.and.meaning.of.things","Please.indicate.your.level.of.agreement.or.disagreement....I.often.love.to.look.at.my.life.in.philosophical.ways","Please.indicate.your.level.of.agreement.or.disagreement....Contemplating.myself.isn.t.my.idea.of.fun","During.the.past.month..when.have.you.usually.gone.to.bed.at.night....Usual.bed.time","During.the.past.month..how.long..in.minutes..has.it.usually.taken.you.to.fall.asleep.each.night....Number.of.minutes","During.the.past.month..when.have.you.usually.gotten.up.in.the.morning....Usual.getting.up.time","During.the.past.month..how.many.hours.of.actual.sleep.did.you.get.at.night...This.may.be.different.than.the.number.of.hours.you.spend.in.bed.....Hours.of.sleep.per.night","During.the.past.month..how.often.have.you.had.trouble.sleeping.because.you...cannot.get.to.sleep.within.30.minutes","During.the.past.month..how.often.have.you.had.trouble.sleeping.because.you...wake.up.in.the.middle.of.the.night.or.early.morning","During.the.past.month..how.often.have.you.had.trouble.sleeping.because.you...have.to.get.up.to.use.the.bathroom","During.the.past.month..how.often.have.you.had.trouble.sleeping.because.you...cannot.breathe.comfortably","During.the.past.month..how.often.have.you.had.trouble.sleeping.because.you...cough.or.snore.loudly","During.the.past.month..how.often.have.you.had.trouble.sleeping.because.you...feel.too.cold","During.the.past.month..how.often.have.you.had.trouble.sleeping.because.you...feel.too.hot","During.the.past.month..how.often.have.you.had.trouble.sleeping.because.you...had.bad.dreams","During.the.past.month..how.often.have.you.had.trouble.sleeping.because.you...have.pain","During.the.past.month..how.often.have.you.had.trouble.sleeping.because.of.some.other.reason..Please.describe.the.reason...Open.Ended.Response","How.often.during.the.past.month.have.you.had.trouble.sleeping.because.of.this.","During.the.past.month..how.would.you.rate.your.sleep.quality.overall.","During.the.past.month..how.often.have.you.taken.medicine..prescribed.or..over.the.counter...to.help.you.sleep.","During.the.past.month..how.often.have.you.had.trouble.staying.awake.while.driving..eating.meals..or.engaging.in.social.activity.","During.the.past.month..how.much.of.a.problem.has.it.been.for.you.to.keep.up.enough.enthusiasm.to.get.things.done.","Please.read.each.statement.and.indicate.how.much.the.statement.applied.to.you.over.the.past.week..There.are.no.right.or.wrong.answers...Do.not.spend.too.much.time.on.any.statement....I.found.it.hard.to.wind.down","Please.read.each.statement.and.indicate.how.much.the.statement.applied.to.you.over.the.past.week..There.are.no.right.or.wrong.answers...Do.not.spend.too.much.time.on.any.statement....I.was.aware.of.dryness.of.my.mouth","Please.read.each.statement.and.indicate.how.much.the.statement.applied.to.you.over.the.past.week..There.are.no.right.or.wrong.answers...Do.not.spend.too.much.time.on.any.statement....I.couldn.t.seem.to.experience.any.positive.feeling.at.all","Please.read.each.statement.and.indicate.how.much.the.statement.applied.to.you.over.the.past.week..There.are.no.right.or.wrong.answers...Do.not.spend.too.much.time.on.any.statement....I.experienced.breathing.difficulty..eg..excessively.rapid.breathing..breathlessness.in.the.absence.of.physical.exertion.","Please.read.each.statement.and.indicate.how.much.the.statement.applied.to.you.over.the.past.week..There.are.no.right.or.wrong.answers...Do.not.spend.too.much.time.on.any.statement....I.found.it.difficult.to.work.up.the.initiative.to.do.things","Please.read.each.statement.and.indicate.how.much.the.statement.applied.to.you.over.the.past.week..There.are.no.right.or.wrong.answers...Do.not.spend.too.much.time.on.any.statement....I.tended.to.over.react.to.situations","Please.read.each.statement.and.indicate.how.much.the.statement.applied.to.you.over.the.past.week..There.are.no.right.or.wrong.answers...Do.not.spend.too.much.time.on.any.statement....I.experienced.trembling..eg..in.the.hands.","Please.read.each.statement.and.indicate.how.much.the.statement.applied.to.you.over.the.past.week..There.are.no.right.or.wrong.answers...Do.not.spend.too.much.time.on.any.statement....I.felt.that.I.was.using.a.lot.of.nervous.energy","Please.read.each.statement.and.indicate.how.much.the.statement.applied.to.you.over.the.past.week..There.are.no.right.or.wrong.answers...Do.not.spend.too.much.time.on.any.statement....I.was.worried.about.situations.in.which.I.might.panic.and.make.a.fool.of.myself","Please.read.each.statement.and.indicate.how.much.the.statement.applied.to.you.over.the.past.week..There.are.no.right.or.wrong.answers...Do.not.spend.too.much.time.on.any.statement....I.felt.that.I.had.nothing.to.look.forward.to","Please.read.each.statement.and.indicate.how.much.the.statement.applied.to.you.over.the.past.week..There.are.no.right.or.wrong.answers...Do.not.spend.too.much.time.on.any.statement....I.found.myself.getting.agitated","Please.read.each.statement.and.indicate.how.much.the.statement.applied.to.you.over.the.past.week..There.are.no.right.or.wrong.answers...Do.not.spend.too.much.time.on.any.statement....I.found.it.difficult.to.relax","Please.read.each.statement.and.indicate.how.much.the.statement.applied.to.you.over.the.past.week..There.are.no.right.or.wrong.answers...Do.not.spend.too.much.time.on.any.statement....I.felt.down.hearted.and.blue","Please.read.each.statement.and.indicate.how.much.the.statement.applied.to.you.over.the.past.week..There.are.no.right.or.wrong.answers...Do.not.spend.too.much.time.on.any.statement....I.was.intolerant.of.anything.that.kept.me.from.getting.on.with.what.I.was.doing","Please.read.each.statement.and.indicate.how.much.the.statement.applied.to.you.over.the.past.week..There.are.no.right.or.wrong.answers...Do.not.spend.too.much.time.on.any.statement....I.felt.I.was.close.to.panic","Please.read.each.statement.and.indicate.how.much.the.statement.applied.to.you.over.the.past.week..There.are.no.right.or.wrong.answers...Do.not.spend.too.much.time.on.any.statement....I.was.unable.to.become.enthusiastic.about.anything","Please.read.each.statement.and.indicate.how.much.the.statement.applied.to.you.over.the.past.week..There.are.no.right.or.wrong.answers...Do.not.spend.too.much.time.on.any.statement....I.felt.I.wasn.t.worth.much.as.a.person","Please.read.each.statement.and.indicate.how.much.the.statement.applied.to.you.over.the.past.week..There.are.no.right.or.wrong.answers...Do.not.spend.too.much.time.on.any.statement....I.felt.that.I.was.rather.touchy","Please.read.each.statement.and.indicate.how.much.the.statement.applied.to.you.over.the.past.week..There.are.no.right.or.wrong.answers...Do.not.spend.too.much.time.on.any.statement....I.was.aware.of.the.action.of.my.heart.in.the.absence.of.physical.exertion..eg..sense.of.heart.rate.increase..heart.missing.a.beat.","Please.read.each.statement.and.indicate.how.much.the.statement.applied.to.you.over.the.past.week..There.are.no.right.or.wrong.answers...Do.not.spend.too.much.time.on.any.statement....I.felt.scared.without.any.good.reason","Please.read.each.statement.and.indicate.how.much.the.statement.applied.to.you.over.the.past.week..There.are.no.right.or.wrong.answers...Do.not.spend.too.much.time.on.any.statement....I.felt.that.life.was.meaningless","How.familiar.are.you.with.the.notion.of.complete.mental.silence.","At.some.time.in.my.life..I.have.experienced.complete.mental.silence.","I.believe.that.complete.mental.silence.is.possible.for.everybody...","If.you.do.not.know.how.to.intentionally.cause.yourself.to.experience.complete.mental.silence..do.you.want.to.learn.","Please.indicate.your.agreement.or.disagreement.with.the.following.statements....It.takes.too.much.effort.for.me.to.experience.complete.mental.silence.","Please.indicate.your.agreement.or.disagreement.with.the.following.statements....I.won.t.feel.emotionally.prepared.to.experience.complete.mental.silence..not.currently.and.probably.not.during.the.next.1.2.weeks.","Please.indicate.your.agreement.or.disagreement.with.the.following.statements....Descartes.said...I.think.therefore.I.am...This.is.true.for.me.","Please.indicate.your.agreement.or.disagreement.with.the.following.statements....I.am.afraid.of.what.will.happen.if.I.stop.thinking.","Please.indicate.your.agreement.or.disagreement.with.the.following.statements....I.never.slow.down.long.enough.to.experience.complete.mental.silence.","Please.indicate.your.agreement.or.disagreement.with.the.following.statements....My.life.circumstances.prevent.me.from.experiencing.complete.mental.silence..currently.and.probably.during.the.next.1.2.weeks.","Please.indicate.your.agreement.or.disagreement.with.the.following.statements....If.I.experience.complete.mental.silence.then.I.may.lose.an.important.aspect.of.who.I.am.","Please.indicate.your.agreement.or.disagreement.with.the.following.statements....I.intentionally.yearn.for.the.experience.of.complete.mental.silence.","Please.indicate.your.agreement.or.disagreement.with.the.following.statements....I.intentionally.create.favorable.conditions.to.allow.myself.to.experience.complete.mental.silence.","Please.indicate.your.agreement.or.disagreement.with.the.following.statements....I.can.intentionally.allow.myself.to.experience.complete.mental.silence.","Please.indicate.your.agreement.or.disagreement.with.the.following.statements....I.can.intentionally.cause.myself.to.experience.complete.mental.silence.","How.often.do.you..u.try..u..to.intentionally.cause.yourself.to.experience.complete.mental.silence.","Of.the.times.you.have..u.tried..u..to.experience.complete.mental.silence..about.what.percentage.of.the.time.are.you.successful..e.g..30.for.30..of.the.time.....Open.Ended.Response","Approximately.how.much.actual.time.did.your.longest.experience.of.complete.mental.silence.last.","I.have.met..in.person..someone.who.is.convincingly.familiar.with.complete.mental.silence.","How.many.people.have.you.met.who.are.convincingly.familiar.with.complete.mental.silence....Enter.0.for.none..Enter.a.number.between.1.and.1000..Enter.1001.for.1001.or.more.","I.have.experienced.complete.mental.silence.with.others.in.a.shared.context.","With.how.many.people.have.you.experience.complete.mental.silence.in.a.shared.context....Enter.0.for.none..Enter.a.number.between.1.and.1000..Enter.1001.for.1001.or.more.","I.am.able.to.teach.other.people.how.to.experience.complete.mental.silence.","How.many.people.have.you.taught.how.to.experience.complete.mental.silence....Enter.0.for.none..Enter.a.number.between.1.and.1000..Enter.1001.for.1001.or.more.","I.know.how.to.train.teachers.who.can.teach.people.how.to.experience.complete.mental.silence.","How.many.teachers.have.you.trained.who.can.teach.others.how.to.experience.complete.mental.silence....Enter.0.for.none..Enter.a.number.between.1.and.1000..Enter.1001.for.1001.or.more.","id","time","uid"
"01/25/2014 05:30:30","01/25/2014 05:44:29",1993,"Female","Other","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Disagree","Disagree","Agree","Agree","Agree","Neutral","Disagree","Disagree","Neutral","Disagree","Disagree","Agree","Agree","Disagree","Disagree","Agree","01:00 AM",10,"07:00 AM",6,"Not during the past month","Once or twice a week","Once or twice a week","Not during the past month","Not during the past month","Three or more times a week","Less than once a week","Less than once a week","Less than once a week","Not able to sleep. Very hyper","Once or twice a week","Fairly good","Not during the past month","Not during the past month","Somewhat of a problem","Applied to me to a considerable degree, or a good part of time","Did not apply to me at all","Applied to me to some degree, or some of the time","Did not apply to me at all","Applied to me to a considerable degree, or a good part of time","Applied to me to a considerable degree, or a good part of time","Applied to me to some degree, or some of the time","Applied to me to a considerable degree, or a good part of time","Applied to me to a considerable degree, or a good part of time","Applied to me to a considerable degree, or a good part of time","Applied to me to a considerable degree, or a good part of time","Applied to me very much, or most of the time","Applied to me to a considerable degree, or a good part of time","Applied to me to a considerable degree, or a good part of time","Applied to me to a considerable degree, or a good part of time","Applied to me to a considerable degree, or a good part of time","Applied to me to a considerable degree, or a good part of time","Applied to me to some degree, or some of the time","Did not apply to me at all","Applied to me to a considerable degree, or a good part of time","Applied to me to a considerable degree, or a good part of time","This is the first time I have thought about it.","Not sure","Agree somewhat","Yes, if it was easy to learn","Agree","Disagree somewhat","Disagree somewhat","Agree","Agree","Agree somewhat","Not sure","Agree somewhat","Disagree somewhat","Disagree","Disagree","I don't try to cause myself to experience complete mental silence",NA,"","Not sure",0,"Disagree",0,"Disagree",0,"Disagree",0,525,1,225
"01/24/2014 21:57:08","01/24/2014 22:13:06",1992,"Female","Single","Neutral","Neutral","Neutral","Agree","Neutral","Disagree","Disagree","Neutral","Agree","Strongly disagree","Disagree","Neutral","Disagree","Neutral","Neutral","Agree","Disagree","Disagree","Disagree","Agree","Strongly Agree","Neutral","Neutral","Neutral","12:50 PM",20,"08:00 AM",7,"Not during the past month","Not during the past month","Once or twice a week","Not during the past month","Not during the past month","Not during the past month","Not during the past month","Less than once a week","Not during the past month","I was traumatized by the holocaust museum experience","Once or twice a week","Fairly good","Not during the past month","Less than once a week","Only a very slight problem","Did not apply to me at all","Did not apply to me at all","Did not apply to me at all","Did not apply to me at all","Applied to me to some degree, or some of the time","Did not apply to me at all","Did not apply to me at all","Did not apply to me at all","Did not apply to me at all","Did not apply to me at all","Applied to me to some degree, or some of the time","Applied to me to some degree, or some of the time","Did not apply to me at all","Did not apply to me at all","Did not apply to me at all","Did not apply to me at all","Did not apply to me at all","Did not apply to me at all","Did not apply to me at all","Did not apply to me at all","Did not apply to me at all","This is the first time I have thought about it.","Agree","Agree","Yes, I am keenly curious","Not sure","Not sure","Not sure","Disagree somewhat","Not sure","Not sure","Disagree somewhat","Disagree somewhat","Disagree somewhat","Not sure","Not sure","I don't try to cause myself to experience complete mental silence",NA,"A moment (e.g., a second or shorter)","Disagree",NA,"Disagree",NA,"Disagree",NA,"Disagree",NA,526,1,226
"01/24/2014 21:29:06","01/24/2014 21:41:12",1992,"Female","Single","Strongly disagree","Disagree","Disagree","Agree","Disagree","Disagree","Neutral","Agree","Neutral","Agree","Disagree","Agree","Agree","Agree","Neutral","Agree","Disagree","Neutral","Neutral","Disagree","Disagree","Disagree","Agree","Neutral","01:30 AM",5,"10:00 AM",9,"Not during the past month","Not during the past month","Not during the past month","Not during the past month","Not during the past month","Not during the past month","Not during the past month","Not during the past month","Not during the past month","","","Very good","Not during the past month","Not during the past month","No problem at all","Did not apply to me at all","Did not apply to me at all","Did not apply to me at all","Applied to me to some degree, or some of the time","Applied to me to some degree, or some of the time","Did not apply to me at all","Did not apply to me at all","Did not apply to me at all","Did not apply to me at all","Did not apply to me at all","Did not apply to me at all","Did not apply to me at all","Did not apply to me at all","Did not apply to me at all","Did not apply to me at all","Did not apply to me at all","Did not apply to me at all","Did not apply to me at all","Applied to me to a considerable degree, or a good part of time","Did not apply to me at all","Did not apply to me at all","The notion has crossed my mind, but I'm not sure what it means to me.","Not sure","Agree somewhat","Yes, I am keenly curious","Disagree","Disagree","Not sure","Disagree","Agree somewhat","Disagree","Disagree","Not sure","Not sure","Agree somewhat","Not sure","I don't try to cause myself to experience complete mental silence",NA,"","Not sure",0,"Agree somewhat",10,"Disagree",0,"Disagree",0,527,1,227
"01/24/2014 20:51:59","01/24/2014 21:05:38",1995,"Female","Single","Agree","Disagree","Strongly Agree","Disagree","Agree","Strongly disagree","Agree","Agree","Strongly disagree","Disagree","Disagree","Agree","Disagree","Disagree","Agree","Agree","Strongly disagree","Disagree","Disagree","Disagree","Agree","Agree","Disagree","Disagree","11:30 PM",15,"09:00 AM",7,"Once or twice a week","Three or more times a week","Not during the past month","Not during the past month","Not during the past month","Once or twice a week","Once or twice a week","Less than once a week","Not during the past month","Thinking too much","Once or twice a week","Fairly bad","Three or more times a week","Less than once a week","Somewhat of a problem","Applied to me to a considerable degree, or a good part of time","Did not apply to me at all","Applied to me to some degree, or some of the time","Applied to me to some degree, or some of the time","Applied to me to some degree, or some of the time","Did not apply to me at all","Applied to me to some degree, or some of the time","Applied to me to some degree, or some of the time","Applied to me to some degree, or some of the time","Applied to me to some degree, or some of the time","Applied to me to a considerable degree, or a good part of time","Applied to me to a considerable degree, or a good part of time","Applied to me to some degree, or some of the time","Applied to me to some degree, or some of the time","Applied to me to some degree, or some of the time","Applied to me to some degree, or some of the time","Applied to me to some degree, or some of the time","Applied to me to some degree, or some of the time","Applied to me to some degree, or some of the time","Applied to me to a considerable degree, or a good part of time","Did not apply to me at all","The notion has crossed my mind, but I'm not sure what it means to me.","Disagree somewhat","Disagree somewhat","Yes, I am moderately curious","Agree somewhat","Agree somewhat","Not sure","Agree somewhat","Agree somewhat","Agree somewhat","Disagree somewhat","","","","","",NA,"","",NA,"",NA,"",NA,"",NA,528,1,228
"01/24/2014 20:39:54","01/24/2014 21:12:39",NA,"Male","Single","Neutral","Agree","Agree","Strongly Agree","Agree","Strongly disagree","Neutral","Neutral","Strongly Agree","Disagree","Strongly Agree","Strongly Agree","Disagree","Disagree","Strongly Agree","Neutral","Neutral","Agree","Neutral","Disagree","Neutral","Neutral","Agree","Disagree","11:12 PM",180,"09:10 AM",8,"Three or more times a week","","Less than once a week","Once or twice a week","Not during the past month","Not during the past month","Once or twice a week","","Once or twice a week","i don't know why?","Three or more times a week","Fairly good","Not during the past month","Not during the past month","Somewhat of a problem","Applied to me to a considerable degree, or a good part of time","Applied to me to a considerable degree, or a good part of time","Did not apply to me at all","Did not apply to me at all","Did not apply to me at all","Applied to me to some degree, or some of the time","Did not apply to me at all","Applied to me very much, or most of the time","Did not apply to me at all","Did not apply to me at all","Applied to me to some degree, or some of the time","Applied to me very much, or most of the time","Did not apply to me at all","Applied to me to some degree, or some of the time","Applied to me to some degree, or some of the time","Did not apply to me at all","Did not apply to me at all","Applied to me to some degree, or some of the time","Applied to me to some degree, or some of the time","Applied to me very much, or most of the time","Did not apply to me at all","This is the first time I have thought about it.","Disagree","Not sure","Yes, if it was easy to learn","Agree somewhat","Not sure","Agree somewhat","Agree somewhat","Agree somewhat","Disagree somewhat","Not sure","Agree somewhat","Agree somewhat","Not sure","Not sure","I don't try to cause myself to experience complete mental silence",NA,"Between 1 minute and 10 minutes","Disagree somewhat",0,"Disagree",0,"Disagree",NA,"Disagree",0,529,1,229
"01/24/2014 19:01:14","01/24/2014 19:04:09",1993,"Male","Single","Neutral","Neutral","Agree","Agree","Agree","Neutral","Agree","Agree","Neutral","Neutral","Agree","Neutral","Disagree","Agree","Neutral","Neutral","Agree","Neutral","Neutral","Neutral","Neutral","Disagree","Disagree","Agree","",NA,"",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","",NA,"",NA,"",NA,"",NA,530,1,230
"01/24/2014 17:30:14","01/24/2014 20:09:37",1991,"Female","Other","Strongly disagree","Disagree","Disagree","Neutral","Neutral","Neutral","Disagree","Disagree","Neutral","Agree","Disagree","Neutral","Strongly disagree","Strongly disagree","Strongly Agree","Strongly Agree","Strongly disagree","Agree","Strongly Agree","Disagree","Agree","Strongly Agree","Strongly Agree","Neutral","01:00 AM",5,"08:00 AM",7,"Not during the past month","Less than once a week","Less than once a week","Not during the past month","Not during the past month","Not during the past month","Not during the past month","Less than once a week","Not during the past month","","","Fairly bad","Not during the past month","Not during the past month","No problem at all","Applied to me to some degree, or some of the time","Did not apply to me at all","Did not apply to me at all","Did not apply to me at all","Did not apply to me at all","Did not apply to me at all","Did not apply to me at all","Did not apply to me at all","Did not apply to me at all","Did not apply to me at all","Applied to me to some degree, or some of the time","Applied to me to some degree, or some of the time","Did not apply to me at all","Applied to me to some degree, or some of the time","Did not apply to me at all","Did not apply to me at all","Did not apply to me at all","Applied to me to some degree, or some of the time","Applied to me to some degree, or some of the time","Did not apply to me at all","Did not apply to me at all","I study the topic with interest.","Agree","Agree","Yes, I am moderately curious","Disagree","Disagree","Disagree","Disagree","Disagree somewhat","Disagree somewhat","Not sure","Agree","Agree somewhat","Agree somewhat","Agree somewhat","1-2 times a day",NA,"Between 1 minute and 10 minutes","Agree",NA,"Agree",NA,"Not sure",NA,"Not sure",NA,531,1,231
"01/24/2014 15:19:50","01/24/2014 15:28:42",1992,"Female","Single","Neutral","Agree","Agree","Agree","Agree","","Agree","Disagree","Neutral","Disagree","Agree","Agree","Strongly disagree","Strongly disagree","Strongly Agree","Strongly Agree","Strongly disagree","Strongly Agree","Agree","Strongly disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly disagree","01:00 AM",15,"10:00 AM",6,"Once or twice a week","Less than once a week","Once or twice a week","Not during the past month","Not during the past month","Not during the past month","Not during the past month","Not during the past month","Not during the past month","none","Not during the past month","Fairly good","Not during the past month","Not during the past month","Only a very slight problem","Applied to me to some degree, or some of the time","Applied to me to some degree, or some of the time","Did not apply to me at all","Did not apply to me at all","Did not apply to me at all","Applied to me to some degree, or some of the time","Did not apply to me at all","Applied to me to some degree, or some of the time","Applied to me to some degree, or some of the time","Did not apply to me at all","Applied to me to some degree, or some of the time","Applied to me to some degree, or some of the time","Did not apply to me at all","Applied to me to some degree, or some of the time","Did not apply to me at all","Did not apply to me at all","Did not apply to me at all","Applied to me to some degree, or some of the time","Did not apply to me at all","Did not apply to me at all","Did not apply to me at all","The notion has crossed my mind, but I'm not sure what it means to me.","Agree","Agree","Yes, I am keenly curious","Disagree","Disagree somewhat","Agree","Disagree somewhat","Not sure","Disagree","Disagree somewhat","","","","","",NA,"","",NA,"",NA,"",NA,"",NA,532,1,232
"01/24/2014 14:55:38","01/25/2014 03:21:02",1993,"Male","Other","Neutral","Neutral","Agree","Strongly Agree","Neutral","Strongly disagree","Agree","Strongly Agree","Disagree","Agree","Disagree","Neutral","Strongly disagree","Neutral","Agree","Agree","Disagree","Agree","Agree","Disagree","Strongly Agree","Agree","Agree","Neutral","12:00 AM",10,"08:00 AM",8,"Less than once a week","Once or twice a week","Not during the past month","Not during the past month","Not during the past month","Not during the past month","Not during the past month","Not during the past month","Not during the past month","Partner moves and wakes me","Once or twice a week","Very good","Not during the past month","Not during the past month","No problem at all","Did not apply to me at all","Did not apply to me at all","Did not apply to me at all","Did not apply to me at all","Applied to me to some degree, or some of the time","Did not apply to me at all","Did not apply to me at all","Did not apply to me at all","Applied to me to some degree, or some of the time","Did not apply to me at all","Applied to me to some degree, or some of the time","Did not apply to me at all","Did not apply to me at all","Did not apply to me at all","Did not apply to me at all","Did not apply to me at all","Applied to me to some degree, or some of the time","Did not apply to me at all","Did not apply to me at all","Did not apply to me at all","Did not apply to me at all","The notion has crossed my mind, but I'm not sure what it means to me.","Agree","Agree","I know how to cause myself to experience complete mental silence.","Disagree","Disagree","Disagree","Disagree","Disagree somewhat","Disagree somewhat","Disagree","Agree somewhat","Disagree somewhat","Agree","Agree","1-3 times a month",50,"Between 10 seconds and 1 minute","Agree",2,"Disagree",0,"Disagree",0,"Disagree",0,533,1,233
"01/24/2014 14:24:08","01/28/2014 16:04:47",1995,"Male","Single","Agree","Strongly Agree","Agree","Agree","Strongly Agree","Disagree","Strongly Agree","Agree","Disagree","Disagree","Agree","Agree","Strongly disagree","Strongly disagree","Strongly Agree","Strongly Agree","Strongly disagree","Strongly Agree","Agree","Strongly disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly disagree","01:00 AM",30,"08:00 AM",6,"Once or twice a week","Once or twice a week","Not during the past month","Not during the past month","Not during the past month","Not during the past month","Once or twice a week","Not during the past month","Less than once a week","Someone else in room distracting me","Once or twice a week","Fairly good","Once or twice a week","Less than once a week","Only a very slight problem","Applied to me to a considerable degree, or a good part of time","Did not apply to me at all","Applied to me to a considerable degree, or a good part of time","Did not apply to me at all","Applied to me very much, or most of the time","Applied to me to a considerable degree, or a good part of time","Applied to me to a considerable degree, or a good part of time","Applied to me very much, or most of the time","Applied to me to a considerable degree, or a good part of time","Applied to me to a considerable degree, or a good part of time","Applied to me to a considerable degree, or a good part of time","Applied to me to a considerable degree, or a good part of time","Applied to me to a considerable degree, or a good part of time","Applied to me to a considerable degree, or a good part of time","Applied to me to a considerable degree, or a good part of time","Applied to me to some degree, or some of the time","Applied to me to some degree, or some of the time","Applied to me very much, or most of the time","Applied to me to a considerable degree, or a good part of time","Applied to me to some degree, or some of the time","Applied to me to some degree, or some of the time","I study the topic with interest.","Agree somewhat","Agree somewhat","Yes, I am keenly curious","Disagree somewhat","Agree somewhat","Agree somewhat","Disagree","Not sure","Agree somewhat","Disagree","Agree","Not sure","Agree somewhat","Not sure","1-3 times a week",10,"Longer than a moment but shorter than 10 seconds","Agree",3,"Disagree somewhat",0,"Disagree",2,"Disagree",0,534,1,234
"01/24/2014 14:18:59","01/24/2014 18:55:13",1994,"Female","Other","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Disagree","Disagree","Agree","Agree","Agree","Disagree","Neutral","Agree","Disagree","Neutral","Disagree","Disagree","Agree","Neutral","Disagree","Agree","12:00 AM",15,"08:00 AM",7,"Once or twice a week","Not during the past month","Not during the past month","Not during the past month","Not during the past month","Not during the past month","Not during the past month","Less than once a week","Not during the past month","","","Very good","Less than once a week","Not during the past month","No problem at all","Did not apply to me at all","Applied to me to some degree, or some of the time","Did not apply to me at all","Did not apply to me at all","Applied to me to some degree, or some of the time","Applied to me to some degree, or some of the time","Did not apply to me at all","Did not apply to me at all","Applied to me to some degree, or some of the time","Did not apply to me at all","Did not apply to me at all","Did not apply to me at all","Did not apply to me at all","Did not apply to me at all","Did not apply to me at all","Did not apply to me at all","Did not apply to me at all","Did not apply to me at all","Did not apply to me at all","Did not apply to me at all","Did not apply to me at all","The notion has crossed my mind, but I'm not sure what it means to me.","Not sure","Not sure","Yes, I am moderately curious","Not sure","Not sure","Not sure","Agree somewhat","Agree","Agree somewhat","Not sure","","","","","",NA,"","",NA,"",NA,"",NA,"",NA,535,1,235
"01/24/2014 03:04:09","01/24/2014 03:15:36",1991,"Female","Other","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","",NA,"",NA,"",NA,"",NA,536,1,236
"01/24/2014 03:00:15","01/24/2014 03:05:12",1947,"Female","Other","Strongly disagree","Strongly disagree","Strongly disagree","Disagree","Strongly disagree","Strongly Agree","Strongly disagree","Neutral","Strongly disagree","Strongly Agree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly Agree","Strongly Agree","Strongly disagree","Strongly Agree","Strongly Agree","Strongly disagree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","",NA,"",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","",NA,"",NA,"",NA,"",NA,537,1,237
