"StartDate","EndDate","In.what.year.were.you.born...enter.4.digit.birth.year..for.example..1976....Open.Ended.Response","Are.you.male.or.female.","What.is.your.relationship.status.","The.following.set.of.questions.deal.with.how.you.feel.about.yourself.and.your.life..Please.remember.that.there.are.no.right.or.wrong.answers....In.general..I.feel.I.am.in.charge.of.the.situation.in.which.I.live.","The.following.set.of.questions.deal.with.how.you.feel.about.yourself.and.your.life..Please.remember.that.there.are.no.right.or.wrong.answers....The.demands.of.everyday.life.often.get.me.down.","The.following.set.of.questions.deal.with.how.you.feel.about.yourself.and.your.life..Please.remember.that.there.are.no.right.or.wrong.answers....I.do.not.fit.very.well.with.the.people.and.the.community.around.me.","The.following.set.of.questions.deal.with.how.you.feel.about.yourself.and.your.life..Please.remember.that.there.are.no.right.or.wrong.answers....I.am.quite.good.at.managing.the.many.responsibilities.of.my.daily.life.","The.following.set.of.questions.deal.with.how.you.feel.about.yourself.and.your.life..Please.remember.that.there.are.no.right.or.wrong.answers....I.often.feel.overwhelmed.by.my.responsibilities.","The.following.set.of.questions.deal.with.how.you.feel.about.yourself.and.your.life..Please.remember.that.there.are.no.right.or.wrong.answers....If.I.were.unhappy.with.my.living.situation..I.would.take.effective.steps.to.change.it.","The.following.set.of.questions.deal.with.how.you.feel.about.yourself.and.your.life..Please.remember.that.there.are.no.right.or.wrong.answers....I.generally.do.a.good.job.of.taking.care.of.my.personal.finances.and.affairs.","The.following.set.of.questions.deal.with.how.you.feel.about.yourself.and.your.life..Please.remember.that.there.are.no.right.or.wrong.answers....I.find.it.stressful.that.I.can.t.keep.up.with.all.of.the.things.I.have.to.do.each.day.","The.following.set.of.questions.deal.with.how.you.feel.about.yourself.and.your.life..Please.remember.that.there.are.no.right.or.wrong.answers....I.am.good.at.juggling.my.time.so.that.I.can.fit.everything.in.that.needs.to.get.done.","The.following.set.of.questions.deal.with.how.you.feel.about.yourself.and.your.life..Please.remember.that.there.are.no.right.or.wrong.answers....My.daily.life.is.busy..but.I.derive.a.sense.of.satisfaction.from.keeping.up.with.everything.","The.following.set.of.questions.deal.with.how.you.feel.about.yourself.and.your.life..Please.remember.that.there.are.no.right.or.wrong.answers....I.get.frustrated.when.trying.to.plan.my.daily.activities.because.I.never.accomplish.the.things.I.set.out.to.do.","The.following.set.of.questions.deal.with.how.you.feel.about.yourself.and.your.life..Please.remember.that.there.are.no.right.or.wrong.answers....My.efforts.to.find.the.kinds.of.activities.and.relationships.that.I.need.have.been.quite.successful.","The.following.set.of.questions.deal.with.how.you.feel.about.yourself.and.your.life..Please.remember.that.there.are.no.right.or.wrong.answers....I.have.difficulty.arranging.my.life.in.a.way.that.is.satisfying.to.me.","The.following.set.of.questions.deal.with.how.you.feel.about.yourself.and.your.life..Please.remember.that.there.are.no.right.or.wrong.answers....I.have.been.able.to.build.a.home.and.a.lifestyle.for.myself.that.is.much.to.my.liking.","How.familiar.are.you.with.the.notion.of.complete.mental.silence.","At.some.time.in.my.life..I.have.experienced.complete.mental.silence.","I.have.experienced.complete.mental.silence.in.my.childhood.","I.believe.that.complete.mental.silence.is.possible.for.everybody...","If.you.have.never.experienced.complete.mental.silence..are.you.interested.in.learning.how.to.experience.it...","Please.indicate.your.agreement.or.disagreement.with.the.following.statements....It.takes.too.much.effort.for.me.to.experience.complete.mental.silence.","Please.indicate.your.agreement.or.disagreement.with.the.following.statements....I.won.t.feel.emotionally.prepared.to.experience.complete.mental.silence..not.currently.and.probably.not.during.the.next.1.2.weeks.","Please.indicate.your.agreement.or.disagreement.with.the.following.statements....I.am.afraid.of.what.will.happen.if.I.stop.thinking.","Please.indicate.your.agreement.or.disagreement.with.the.following.statements....I.never.slow.down.long.enough.to.experience.complete.mental.silence.","Please.indicate.your.agreement.or.disagreement.with.the.following.statements....My.life.circumstances.prevent.me.from.experiencing.complete.mental.silence..currently.and.probably.during.the.next.1.2.weeks.","Please.indicate.your.agreement.or.disagreement.with.the.following.statements....If.I.experience.complete.mental.silence.then.I.may.lose.an.important.aspect.of.who.I.am.","Please.indicate.your.agreement.or.disagreement.with.the.following.statements....I.am.too.emotionally.preoccupied.to.experience.complete.mental.silence..currently.and.probably.during.the.next.1.2.weeks.","During.the.past.2.weeks....I.yearned.for.the.experience.of.complete.mental.silence.","During.the.past.2.weeks....I.created.favorable.external.conditions.to.allow.myself.to.experience.complete.mental.silence.","During.the.past.2.weeks....I.allowed.myself.to.experience.complete.mental.silence.","During.the.past.2.weeks....I.taught..or.helped.teach..other.people.how.to.experience.complete.mental.silence.","During.the.last.30.days..how.often.did.you.allocate.time.to.experience..or.try.to.experience..complete.mental.silence.","During.the.last.30.days..how.much.time.did.you.set.aside.per.structured.session.to.experience..or.try.to.experience..complete.mental.silence.","In.what.percentage.of.these.structured.sessions.did.you.actually.experience.complete.mental.silence..e.g..30.for.30..of.the.sessions.....Open.Ended.Response","During.structured.sessions..approximately.how.long.did.your.longest.experience.of.complete.mental.silence.last.","During.the.last.30.days..approximately.how.long.did.your.longest.experience.of.complete.mental.silence.last.outside.of.structured.sessions.","I.have.met..in.person..someone.who.is.convincingly.familiar.with.complete.mental.silence.","In.your.lifetime..how.many.people.have.you.met.who.were.convincingly.familiar.with.complete.mental.silence....Enter.0.for.none..Enter.a.number.between.1.and.1000..Enter.1000.for.1000.or.more.","I.have.sat.together.with.other.people.where.we.were.jointly.engaged.in..or.tried.to.engage.in..complete.mental.silence.","In.your.lifetime..with.how.many.people.have.you.sat.together.with.while.jointly.engaged.in..or.trying.to.engage.in..complete.mental.silence...For.example..if.your.experience.consists.of.a.session.with.10.people.on.one.occasion.and.a.session.with.20.people.on.a.separate.occasion.then.all.together.you.would.enter.30....Enter.0.for.none..Enter.a.number.between.1.and.1000..Enter.1000.for.1000.or.more.","During.my.lifetime..I.have.taught..or.helped.teach..other.people.how.to.experience.complete.mental.silence.","In.your.lifetime..how.many.people.have.you.taught..or.helped.teach..how.to.experience.complete.mental.silence....Enter.0.for.none..Enter.a.number.between.1.and.1000..Enter.1000.for.1000.or.more.","I.know.how.to.train.teachers.who.can.teach.people.how.to.experience.complete.mental.silence.","In.your.lifetime..how.many.teachers.have.you.trained.who.can.teach.others.how.to.experience.complete.mental.silence....Enter.0.for.none..Enter.a.number.between.1.and.1000..Enter.1000.for.1000.or.more.","id","time","uid","labTA","labTime"
"01/22/2015 06:30:33","01/22/2015 06:36:52",1995,"Female","Single","Agree Slightly","Agree Slightly","Agree Somewhat","Agree Somewhat","Agree Somewhat","Agree Somewhat","Agree Somewhat","Agree Somewhat","Disagree Slightly","Agree Slightly","Agree Somewhat","Disagree Slightly","Agree Somewhat","Disagree Slightly","I have an interest in this topic.","Agree somewhat","Disagree somewhat","Agree","Yes, I am moderately curious","Disagree","Not sure","","Agree somewhat","Agree","Disagree","Agree somewhat","Agree somewhat","Disagree somewhat","Disagree somewhat","Disagree","I don't specifically allocate my time for complete mental silence.","I don't plan any particular amount of time",50,"Between 1 minute and 10 minutes","Between 1 minute and 10 minutes","Not sure",0,"Agree somewhat",150,"Disagree",0,"Disagree",0,810,1,1110,2,"Th 2:00PM - 2:50PM"
"01/22/2015 02:07:49","01/22/2015 02:14:30",NA,"Male","Single","Agree Slightly","Agree Slightly","Disagree Somewhat","Agree Slightly","Agree Slightly","Agree Somewhat","Agree Slightly","Disagree Slightly","Agree Slightly","Agree Slightly","Disagree Slightly","Disagree Slightly","Disagree Slightly","Disagree Slightly","I have an interest in this topic.","Agree somewhat","Not sure","Agree","Yes, if it was easy to learn","Disagree somewhat","Disagree somewhat","Disagree somewhat","Disagree somewhat","Agree somewhat","Not sure","Agree somewhat","Not sure","Agree somewhat","Agree somewhat","Disagree","1-3 times a month","Less than 10 minutes",30,"Longer than a moment but shorter than 10 seconds","A moment (e.g., a second or shorter)","Agree",5,"Not sure",0,"Disagree",0,"Disagree",0,811,1,1111,NA,NA
"01/21/2015 22:58:12","01/22/2015 00:57:19",1995,"Female","Single","Disagree Slightly","Agree Somewhat","Agree Somewhat","Agree Somewhat","Agree Somewhat","Disagree Slightly","Agree Somewhat","Disagree Slightly","Agree Somewhat","Disagree Slightly","Disagree Slightly","Disagree Slightly","Agree Somewhat","Agree Slightly","I have read something about it.","Agree somewhat","Not sure","Not sure","Yes, I am moderately curious","Not sure","Not sure","Agree somewhat","Not sure","Agree somewhat","Not sure","Agree somewhat","Not sure","Not sure","Not sure","Disagree somewhat","4-6 times a week","I don't plan any particular amount of time",10,"Between 1 minute and 10 minutes","Between 10 seconds and 1 minute","Disagree somewhat",0,"Disagree",1,"Disagree",0,"Disagree",0,812,1,1112,NA,NA
"01/21/2015 21:55:15","01/21/2015 22:03:58",1995,"Male","Single","Strongly Agree","Disagree Somewhat","Disagree Somewhat","Agree Somewhat","Disagree Somewhat","Agree Somewhat","Strongly Agree","Strongly Agree","Agree Somewhat","Strongly Agree","Disagree Somewhat","Agree Somewhat","Disagree Somewhat","Strongly Agree","The notion has crossed my mind, but I'm not sure what it means to me.","Not sure","Not sure","Agree","Yes, I am keenly curious","Not sure","Not sure","Disagree somewhat","Agree somewhat","Agree somewhat","Disagree somewhat","Agree somewhat","Agree somewhat","Disagree","Not sure","Disagree","I don't specifically allocate my time for complete mental silence.","I don't plan any particular amount of time",NA,"I didn't experience complete mental silence.","I didn't experience complete mental silence.","Not sure",0,"Disagree somewhat",0,"Disagree",0,"Disagree",0,813,1,1113,NA,NA
"01/21/2015 20:23:19","01/21/2015 20:29:18",1993,"Male","In a long-term relationship (i.e. together more than a year)","Strongly Agree","Disagree Somewhat","Strongly Disagree","Agree Somewhat","Agree Slightly","Strongly Agree","Agree Somewhat","Disagree Slightly","Agree Slightly","Agree Somewhat","Agree Slightly","Strongly Agree","Disagree Somewhat","Strongly Agree","I have discussed it with friends.","Agree somewhat","Not sure","Agree","Yes, I am moderately curious","Disagree somewhat","Disagree","Disagree somewhat","Disagree somewhat","Agree somewhat","Disagree somewhat","Disagree somewhat","Disagree","Disagree somewhat","Not sure","Disagree","1-3 times a month","More than 1 hour",25,"Between 10 seconds and 1 minute","Between 10 seconds and 1 minute","Not sure",4,"Not sure",0,"Disagree",0,"Disagree",0,814,1,1114,NA,NA
"01/21/2015 18:02:44","01/21/2015 18:10:09",1993,"Male","Single","Strongly Agree","Disagree Somewhat","Disagree Somewhat","Agree Somewhat","Disagree Slightly","Agree Somewhat","Disagree Slightly","Disagree Somewhat","Agree Slightly","Agree Somewhat","Disagree Somewhat","Strongly Agree","Strongly Disagree","Strongly Agree","This is the first time I have thought about it.","Not sure","Not sure","Disagree somewhat","Yes, I am moderately curious","Agree","Disagree somewhat","Agree somewhat","Agree","Agree somewhat","Disagree somewhat","Agree somewhat","Disagree","Disagree","Disagree","Disagree","I don't specifically allocate my time for complete mental silence.","I don't plan any particular amount of time",0,"I didn't experience complete mental silence.","I didn't experience complete mental silence.","Disagree",0,"Disagree",0,"Disagree",0,"Disagree",0,815,1,1115,3,"Fr 1:00PM - 1:50PM"
"01/21/2015 17:15:05","01/21/2015 17:23:07",1994,"Male","Single","Agree Somewhat","Strongly Disagree","Strongly Disagree","Agree Somewhat","Agree Slightly","Strongly Agree","Agree Somewhat","Disagree Somewhat","Strongly Agree","Strongly Agree","Strongly Disagree","Agree Somewhat","Strongly Disagree","Strongly Agree","The notion has crossed my mind, but I'm not sure what it means to me.","Not sure","Not sure","Agree somewhat","Not sure","Disagree somewhat","Disagree somewhat","Disagree","Agree somewhat","Agree somewhat","Disagree","Agree somewhat","Agree somewhat","Agree somewhat","Not sure","Disagree","1-3 times a week","21-30 minutes",10,"Between 10 seconds and 1 minute","Longer than a moment but shorter than 10 seconds","Agree",5,"Agree",40,"Disagree somewhat",0,"Disagree",0,816,1,1116,4,"Fr 11:00AM - 11:50AM"
"01/21/2015 16:04:34","01/21/2015 16:16:11",1993,"Female","In a long-term relationship (i.e. together more than a year)","Agree Somewhat","Strongly Disagree","Strongly Disagree","Agree Somewhat","Agree Slightly","Strongly Agree","Agree Somewhat","Disagree Slightly","Agree Somewhat","Agree Somewhat","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","The notion has crossed my mind, but I'm not sure what it means to me.","Agree","Disagree somewhat","Agree somewhat","Yes, I am keenly curious","Agree somewhat","Agree somewhat","Agree somewhat","Agree somewhat","Agree somewhat","Agree somewhat","Agree somewhat","Agree somewhat","I don't understand this question.","Disagree","Disagree","4-6 times a week","Less than 10 minutes",NA,"Between 1 minute and 10 minutes","Between 1 minute and 10 minutes","Not sure",3,"Agree somewhat",10,"Disagree somewhat",1,"Not sure",1,817,1,1117,3,"Fr 2:00PM - 2:50PM"
"01/21/2015 15:32:55","01/21/2015 15:40:47",1993,"Female","Single","Agree Somewhat","Strongly Disagree","Disagree Somewhat","Agree Somewhat","Agree Somewhat","Strongly Agree","Agree Somewhat","Agree Somewhat","Agree Somewhat","Strongly Agree","Disagree Somewhat","Agree Somewhat","Disagree Somewhat","Strongly Agree","The notion has crossed my mind, but I'm not sure what it means to me.","Disagree","Agree","Agree somewhat","Yes, I am keenly curious","Agree somewhat","Disagree","Disagree somewhat","Agree somewhat","Not sure","Disagree","Disagree somewhat","Agree somewhat","Disagree","Disagree","Disagree","1-2 times a day","10-20 minutes",0,"I didn't experience complete mental silence.","I didn't experience complete mental silence.","Agree",1,"Agree",18,"Disagree",0,"Disagree",0,818,1,1118,NA,NA
"01/21/2015 14:57:10","01/21/2015 14:59:51",1995,"Female","Single","Disagree Slightly","Strongly Agree","Strongly Agree","Disagree Slightly","Strongly Agree","Agree Slightly","Disagree Slightly","Strongly Agree","Disagree Slightly","Agree Somewhat","Disagree Slightly","Agree Somewhat","Strongly Agree","Agree Slightly","","","","","","","","","","","","","","","","","","",NA,"","","",NA,"",NA,"",NA,"",NA,819,1,1119,NA,NA
